,PlanningArea,Subzone,PlanningRegion,Total,young,old,EconomicallyActive,Young,Old,EconomicallyActive,Year
4343,Clementi,Clementi Woods,West Region,19440,5200,2130,12120,26.73520476,10.95115118,62.31359264,2004
4344,Clementi,Faber,West Region,4190,1430,280,2490,34.04753798,6.666650794,59.28557313,2004
4345,Clementi,Pandan,West Region,10,0,0,0,0,0,0,2004
4346,Clementi,Sunset Way,West Region,6590,2130,530,3920,32.37077147,8.054699005,59.57437755,2004
4347,Clementi,Toh Tuck,West Region,10,0,0,0,0,0,0,2004
4348,Clementi,West Coast,West Region,3060,1030,190,1850,33.55037931,6.188904922,60.26039003,2004
4349,Downtown Core,Anson,Central Region,60,0,0,0,0,0,0,2004
4350,Downtown Core,Bayfront Subzone,Central Region,0,0,0,0,0,0,0,2004
4351,Downtown Core,Bugis,Central Region,2740,560,480,1700,20.43788161,17.51818424,62.04356918,2004
4352,Downtown Core,Cecil,Central Region,30,0,0,0,0,0,0,2004
4353,Downtown Core,Central Subzone,Central Region,10,0,0,0,0,0,0,2004
4354,Downtown Core,City Hall,Central Region,80,0,0,0,0,0,0,2004
4355,Downtown Core,Clifford Pier,Central Region,0,0,0,0,0,0,0,2004
4356,Downtown Core,Marina Centre,Central Region,20,0,0,0,0,0,0,2004
4357,Downtown Core,Maxwell,Central Region,0,0,0,0,0,0,0,2004
4358,Downtown Core,Phillip,Central Region,0,0,0,0,0,0,0,2004
4359,Downtown Core,Raffles Place,Central Region,40,0,0,0,0,0,0,2004
4360,Downtown Core,Tanjong Pagar,Central Region,290,60,40,190,20.68894176,13.79262784,65.51498224,2004
4361,Geylang,Aljunied,Central Region,43420,11930,5190,26320,27.46316127,11.94751106,60.58930465,2004
4362,Geylang,Geylang East,Central Region,29280,8750,3370,17190,29.85328221,11.4977784,58.64890527,2004
4363,Geylang,Kallang Way,Central Region,30,0,0,0,0,0,0,2004
4364,Geylang,Kampong Ubi,Central Region,13140,4960,710,7450,37.80484923,5.411581241,56.78349331,2004
4365,Geylang,Macpherson,Central Region,27380,7390,4150,15840,26.99049416,15.15704341,57.85242591,2004
4366,Hougang,Defu Industrial Park,North East Region,10,0,0,0,0,0,0,2004
4367,Hougang,Hougang Central,North East Region,49550,16720,3910,28920,33.74368643,7.89101758,58.36527581,2004
4368,Hougang,Lorong Ah Soo,North East Region,34630,10700,3400,20550,30.88022197,9.812406981,59.30734219,2004
4369,Hougang,Rosyth,North East Region,20410,7100,1730,11590,34.76981647,8.472082041,56.75805252,2004
4370,Hougang,Sungei Serangoon,North East Region,0,0,0,0,0,0,0,2004
4371,Hougang,Tai Keng,North East Region,12110,4110,1180,6850,33.85499682,9.719926096,56.42499471,2004
4372,Hougang,Trafalgar,North East Region,89970,32220,5540,52200,35.8159142,6.15829189,58.02578279,2004
4373,Jurong East,Boon Lay,West Region,20010,6790,1390,11830,33.93301653,6.946523265,59.12041023,2004
4374,Jurong East,International Business Park,West Region,10,0,0,0,0,0,0,2004
4375,Jurong East,Jurong Lake,West Region,1080,300,80,690,28.03712115,7.47656564,64.48537864,2004
4376,Jurong East,Jurong Port,West Region,0,0,0,0,0,0,0,2004
4377,Jurong East,Jurong Regional Centre,West Region,2490,750,220,1520,30.12036096,8.835305882,61.04393155,2004
4378,Jurong East,Jurong River,West Region,10,0,0,0,0,0,0,2004
4379,Jurong East,Penjuru Crescent,West Region,20,0,0,0,0,0,0,2004
4380,Jurong East,Teban Gardens,West Region,18310,5810,1390,11110,31.73127704,7.591475919,60.67719242,2004
4381,Jurong East,Toh Guan,West Region,14870,5640,630,8610,37.90320033,4.233868122,57.86286434,2004
4382,Jurong East,Yuhua,West Region,29220,9380,2240,17610,32.09030719,7.66335694,60.24630166,2004
4383,Jurong West,Boon Lay,West Region,24880,7760,1730,15390,31.18969807,6.953373411,61.85688832,2004
4384,Jurong West,Boon Lay,North Region,24880,7760,1730,15390,31.18969807,6.953373411,61.85688832,2004
4385,Jurong West,Central,West Region,54410,19670,2150,32610,36.13815246,3.950026833,59.91180233,2004
4386,Jurong West,Central,North Region,54410,19670,2150,32610,36.13815246,3.950026833,59.91180233,2004
4387,Jurong West,Chin Bee,West Region,10,0,0,0,0,0,0,2004
4388,Jurong West,Chin Bee,North Region,10,0,0,0,0,0,0,2004
4389,Jurong West,Hong Kah,West Region,55240,19070,3220,32960,34.51583086,5.828053244,59.6560978,2004
4390,Jurong West,Hong Kah,North Region,55240,19070,3220,32960,34.51583086,5.828053244,59.6560978,2004
4391,Jurong West,Kian Teck,West Region,60,0,0,0,0,0,0,2004
4392,Jurong West,Kian Teck,North Region,60,0,0,0,0,0,0,2004
4393,Jurong West,Safti,West Region,0,0,0,0,0,0,0,2004
4394,Jurong West,Safti,North Region,0,0,0,0,0,0,0,2004
4395,Jurong West,Taman Jurong,West Region,28400,10180,1840,16390,35.83244075,6.476590469,57.69093358,2004
4396,Jurong West,Taman Jurong,North Region,28400,10180,1840,16390,35.83244075,6.476590469,57.69093358,2004
4397,Jurong West,Wenya,West Region,5070,1650,270,3150,32.54431451,5.325433283,62.13005497,2004
4398,Jurong West,Wenya,North Region,5070,1650,270,3150,32.54431451,5.325433283,62.13005497,2004
4399,Jurong West,Yunnan,West Region,65680,25680,2480,37540,39.08675204,3.774733063,57.13849967,2004
4400,Jurong West,Yunnan,North Region,65680,25680,2480,37540,39.08675204,3.774733063,57.13849967,2004
4401,Kallang,Bendemeer,Central Region,27660,7270,3610,16800,26.26444138,13.0419028,60.69361969,2004
4402,Kallang,Boon Keng,Central Region,9270,2370,1280,5640,25.51127501,13.77824136,60.71037598,2004
4403,Kallang,Crawford,Central Region,9170,1750,2060,5360,19.08394865,22.46453384,58.45140845,2004
4404,Kallang,Geylang Bahru,Central Region,13100,3480,1840,7810,26.50416869,14.01369839,59.48205675,2004
4405,Kallang,Kallang Bahru,Central Region,20,0,0,0,0,0,0,2004
4406,Kallang,Kampong Bugis,Central Region,850,250,70,530,29.41141869,8.235197233,62.35220762,2004
4407,Kallang,Kampong Java,Central Region,10930,2850,1420,6680,26.02737349,12.96802469,61.0045105,2004
4408,Kallang,Lavender,Central Region,7340,1680,1240,4440,22.82605594,16.8478032,60.32600499,2004
4409,Kallang,Tanjong Rhu,Central Region,9720,2830,860,6020,29.14518111,8.856839488,61.99787642,2004
4410,Lim Chu Kang,Lim Chu Kang,NA,60,0,0,0,0,0,0,2004
4411,Mandai,Subzone 1,North Region,0,0,0,0,0,0,0,2004
4412,Mandai,Subzone 2,North Region,0,0,0,0,0,0,0,2004
4413,Mandai,Subzone 3,North Region,1510,520,110,900,33.98670597,7.189495493,58.82314495,2004
4414,Marina East,Marina East,NA,0,0,0,0,0,0,0,2004
4415,Marina South,Marina South,NA,0,0,0,0,0,0,0,2004
4416,Marine Parade,East Coast,Central Region,0,0,0,0,0,0,0,2004
4417,Marine Parade,Katong,Central Region,8060,2440,990,4620,30.31052135,12.29812137,57.39123305,2004
4418,Marine Parade,Marina East,Central Region,0,0,0,0,0,0,0,2004
4419,Marine Parade,Marine Parade,Central Region,26770,6740,4100,15960,25.14924435,15.29850175,59.55221658,2004
4420,Marine Parade,Mountbatten,Central Region,8900,2790,840,5270,31.34827938,9.438191642,59.21341661,2004
4421,Museum,Bras Basah,Central Region,10,0,0,0,0,0,0,2004
4422,Museum,Dhoby Ghaut,Central Region,40,0,0,0,0,0,0,2004
4423,Museum,Fort Canning,Central Region,10,0,0,0,0,0,0,2004
4424,Newton,Cairnhill,Central Region,3450,930,370,2150,26.9564436,10.7246066,62.31865995,2004
4425,Newton,Goodwood Park,Central Region,720,240,40,470,31.99957334,5.333262223,62.66583112,2004
4426,Newton,Istana Negara,Central Region,40,0,0,0,0,0,0,2004
4427,Newton,Monk's Hill,Central Region,1110,270,100,730,24.54523141,9.090826447,66.36303306,2004
4428,Newton,Newton Circus,Central Region,140,40,0,100,28.5693879,0,71.42346975,2004
4429,Newton,Orange Grove,Central Region,1300,380,90,850,28.7876607,6.818130166,64.39345156,2004
4430,North Eastern Islands,North Eastern Islands,NA,90,0,0,0,0,0,0,2004
4431,Novena,Balestier,Central Region,30560,8150,3980,18420,26.67756901,13.02781898,60.29457928,2004
4432,Novena,Dunearn,Central Region,3630,1140,450,2060,31.23279114,12.32873335,56.43820154,2004
4433,Novena,Malcolm,Central Region,2350,710,280,1390,29.83180743,11.76465645,58.40311595,2004
4434,Novena,Moulmein,Central Region,5910,1730,510,3670,29.2723701,8.629427023,62.09803368,2004
4435,Novena,Mount Pleasant,Central Region,590,170,80,330,29.30983949,13.79286564,56.89557077,2004
4436,Orchard,Boulevard,Central Region,260,50,40,190,17.85650512,14.2852041,67.85471947,2004
4437,Orchard,Somerset,Central Region,110,30,10,80,24.99791684,8.332638947,66.66111157,2004
4438,Orchard,Tanglin,Central Region,240,60,40,150,23.99904004,15.99936003,59.9976001,2004
4439,Outram,China Square,Central Region,1960,400,280,1280,20.40805914,14.2856414,65.30578926,2004
4440,Outram,Chinatown,Central Region,6520,1200,1450,3890,18.3485958,22.17121992,59.48003138,2004
4441,Outram,Pearl's Hill,Central Region,6830,1200,1640,4020,17.49268587,23.90667069,58.60049767,2004
4442,Outram,People's Park,Central Region,420,90,40,300,20.92974582,9.302109253,69.7658194,2004
4443,Pasir Ris,Elias,East Region,32220,12820,1430,17960,39.80129159,4.439613648,55.75906372,2004
4444,Pasir Ris,Loyang,East Region,0,0,0,0,0,0,0,2004
4445,Pasir Ris,Loyang East,East Region,10770,4020,710,6050,37.29124556,6.586264762,56.12239692,2004
4446,Pasir Ris,Pasir Ris Drive,East Region,58230,23430,2840,31970,40.23007551,4.876372789,54.89353453,2004
4447,Pasir Ris,Pasir Ris Park,East Region,1170,450,50,660,38.79276903,4.31030767,56.89606124,2004
4448,Pasir Ris,Pasir Ris Town,East Region,20170,7970,980,11220,39.51411031,4.858698632,55.62714148,2004
4449,Pasir Ris,Pasir Ris West,East Region,10,0,0,0,0,0,0,2004
4450,Paya Lebar,Airport Road,NA,0,0,0,0,0,0,0,2004
4451,Paya Lebar,Paya Lebar East,NA,0,0,0,0,0,0,0,2004
4452,Paya Lebar,Paya Lebar North,NA,40,0,0,0,0,0,0,2004
4453,Paya Lebar,Paya Lebar West,NA,30,0,0,0,0,0,0,2004
4454,Paya Lebar,Plab,NA,0,0,0,0,0,0,0,2004
4455,Pioneer,Benoi Sector,NA,10,0,0,0,0,0,0,2004
4456,Pioneer,Gul Basin,NA,0,0,0,0,0,0,0,2004
4457,Pioneer,Gul Circle,NA,10,0,0,0,0,0,0,2004
4458,Pioneer,Joo Koon,NA,30,0,0,0,0,0,0,2004
4459,Pioneer,Pioneer Sector,NA,10,0,0,0,0,0,0,2004
4460,Punggol,Subzone 1,North East Region,230,70,20,150,29.16545144,8.332986126,62.49739594,2004
4461,Punggol,Subzone 2,North East Region,0,0,0,0,0,0,0,2004
4462,Punggol,Subzone 3,North East Region,4760,1430,230,3110,29.97897279,4.821792826,65.19902474,2004
4463,Punggol,Subzone 4,North East Region,32690,10640,1380,20680,32.53821635,4.220182196,63.24157087,2004
4464,Punggol,Subzone 5,North East Region,4810,1400,140,3290,28.98544724,2.898544724,68.115801,2004
4465,Punggol,Subzone 6,North East Region,0,0,0,0,0,0,0,2004
4466,Queenstown,Commonwealth,Central Region,8410,1770,1690,4950,21.04634834,20.09510096,58.8584318,2004
4467,Queenstown,Dover,Central Region,11700,3280,1220,7200,28.03416407,10.42734152,61.53840894,2004
4468,Queenstown,Ghim Moh,Central Region,11460,2660,1820,6980,23.21114903,15.88131249,60.90745122,2004
4469,Queenstown,Holland Drive,Central Region,15700,3520,2450,9740,22.4060965,15.59515239,61.99868746,2004
4470,Queenstown,Kent Ridge,Central Region,1370,420,40,910,30.65671053,2.919686718,66.42287283,2004
4471,Queenstown,Margaret Drive,Central Region,7350,1820,980,4560,24.72822727,13.3151993,61.95643756,2004
4472,Queenstown,Mei Chin,Central Region,17180,4590,2500,10090,26.71709737,14.55179595,58.73104847,2004
4473,Queenstown,National University Of Singapore,Central Region,110,30,0,80,27.27024816,0,72.72066176,2004
4474,Queenstown,One North,Central Region,150,40,0,110,26.66488901,0,73.32844477,2004
4475,Queenstown,Pasir Panjang 1,Central Region,3190,1080,210,1900,33.85569324,6.583051464,59.56094182,2004
4476,Queenstown,Pasir Panjang 2,Central Region,3360,1140,180,2050,33.8277928,5.341230441,60.83068003,2004
4477,Queenstown,Port,Central Region,240,60,30,150,24.99895838,12.49947919,62.49739594,2004
4478,Queenstown,Queensway,Central Region,270,70,10,180,26.92204146,3.846005923,69.22810661,2004
4479,Queenstown,Singapore Polytechnic,Central Region,110,40,0,80,33.33055579,0,66.66111157,2004
4480,Queenstown,Tanglin Halt,Central Region,12380,2740,2200,7440,22.13245385,17.77058338,60.09688199,2004
4481,River Valley,Institution Hill,Central Region,2930,800,220,1910,27.30366108,7.508506797,65.18749083,2004
4482,River Valley,Leonie Hill,Central Region,2900,790,260,1860,27.14767303,8.9346772,63.91730613,2004
4483,River Valley,One Tree Hill,Central Region,1880,510,220,1160,26.98398421,11.64015005,61.37533664,2004
4484,River Valley,Oxley,Central Region,1430,340,190,940,23.12909436,12.92508214,63.94514323,2004
4485,River Valley,Paterson,Central Region,190,50,40,110,24.99875006,19.99900005,54.99725014,2004
4486,Rochor,Bencoolen,Central Region,1540,350,280,930,22.43575362,17.94860289,59.61500247,2004
4487,Rochor,Farrer Park,Central Region,2770,700,390,1700,25.08951581,13.97844452,60.93168125,2004
4488,Rochor,Kampong Glam,Central Region,210,50,90,110,19.99920003,35.99856006,43.99824007,2004
4489,Rochor,Little India,Central Region,4200,1010,640,2530,24.16262162,15.31096816,60.52617099,2004
4490,Rochor,Mackenzie,Central Region,30,0,0,0,0,0,0,2004
4491,Rochor,Mount Emily,Central Region,860,210,70,580,24.41832072,8.139440239,67.44107627,2004
4492,Rochor,Rochor Canal,Central Region,10,0,0,0,0,0,0,2004
4493,Rochor,Selegie,Central Region,330,90,30,210,27.27190085,9.090633617,63.63443532,2004
4494,Rochor,Sungei Road,Central Region,2460,590,410,1460,23.98364234,16.66659892,59.34935224,2004
4495,Rochor,Victoria,Central Region,2560,540,390,1630,21.0936676,15.23431549,63.67162628,2004
4496,Seletar,Seletar,NA,440,100,20,320,22.72675621,4.545351242,72.72561987,2004
4497,Sembawang,Admiralty,North Region,9610,3220,570,5840,33.43714077,5.918996969,60.64375842,2004
4498,Sembawang,Sembawang Central,North Region,27040,10160,1090,15820,37.53230974,4.026596222,58.4410571,2004
4499,Sembawang,Sembawang East,North Region,100,20,10,60,22.21975336,11.10987668,66.65926008,2004
4500,Sembawang,Sembawang North,North Region,20750,7470,890,12400,35.98264163,4.287088494,59.73022171,2004
4501,Sembawang,Sembawang Springs,North Region,2660,860,310,1500,32.20961719,11.61044341,56.17956487,2004
4502,Sembawang,Sembawang Straits,North Region,530,160,80,300,29.62908094,14.81454047,55.55452677,2004
4503,Sembawang,Senoko North,North Region,20,0,0,0,0,0,0,2004
4504,Sembawang,Senoko South,North Region,30,0,0,0,0,0,0,2004
4505,Sembawang,The Wharves,North Region,0,0,0,0,0,0,0,2004
4506,Sengkang,Buangkok,North East Region,25210,8340,1050,15840,33.05587275,4.161710598,62.78237702,2004
4507,Sengkang,Jalan Kayu East,North East Region,7320,2160,360,4800,29.50815641,4.918026068,65.57368091,2004
4508,Sengkang,Jalan Kayu West,North East Region,970,270,250,470,27.27245179,25.25227018,47.47426794,2004
4509,Sengkang,Sengkang Town Centre,North East Region,45770,16800,2300,26680,36.69723969,5.024026862,58.2787116,2004
4510,Sengkang,Sungei Serangoon East,North East Region,0,0,0,0,0,0,0,2004
4511,Sengkang,Sungei Serangoon West,North East Region,49650,18280,2360,29030,36.80289172,4.751358013,58.44573013,2004
4512,Sengkang,Trafalgar,North East Region,1400,470,80,870,33.09835846,5.633763143,61.26717417,2004
4513,Serangoon,Seletar Hills,North East Region,11070,3780,1080,6210,34.14631062,9.756088748,56.0975103,2004
4514,Serangoon,Serangoon Central,North East Region,51480,16940,4320,30230,32.89958576,8.389977007,58.71041781,2004
4515,Serangoon,Serangoon Garden,North East Region,39760,12490,4100,23160,31.42137574,10.31446281,58.26413629,2004
4516,Serangoon,Serangoon North,North East Region,17810,6780,840,10200,38.0471167,4.713802069,57.23902512,2004
4517,Simpang,Pulau Seletar,NA,0,0,0,0,0,0,0,2004
4518,Simpang,Simpang North,NA,0,0,0,0,0,0,0,2004
4519,Simpang,Simpang South,NA,0,0,0,0,0,0,0,2004
4520,Simpang,Tanjong Irau,NA,0,0,0,0,0,0,0,2004
4521,Singapore River,Boat Quay,Central Region,180,40,20,150,19.04671206,9.523356031,71.42517023,2004
4522,Singapore River,Clarke Quay,Central Region,60,0,0,0,0,0,0,2004
4523,Singapore River,Robertson Quay,Central Region,960,240,30,700,24.74201297,3.092751621,72.16420449,2004
4524,Southern Islands,Sentosa,Central Region,0,0,0,0,0,0,0,2004
4525,Southern Islands,Southern Group,Central Region,0,0,0,0,0,0,0,2004
4526,Straits View,Straits View,NA,0,0,0,0,0,0,0,2004
4527,Sungei Kadut,Kranji,North Region,10,0,0,0,0,0,0,2004
4528,Sungei Kadut,Mandai,North Region,130,0,120,30,0,79.99466702,19.99866676,2004
4529,Sungei Kadut,Pang Sua,North Region,20,0,0,0,0,0,0,2004
4530,Sungei Kadut,Reservoir View,North Region,20,0,0,0,0,0,0,2004
4531,Sungei Kadut,Turf Club,North Region,620,150,100,370,24.19315817,16.12877212,59.67645683,2004
4532,Tampines,Simei,East Region,39620,14280,2160,23180,36.04239373,5.451790648,58.50579038,2004
4533,Tampines,Tampines East,East Region,133350,49500,8200,75660,37.1175737,6.148769785,56.73364902,2004
4534,Tampines,Tampines North,East Region,0,0,0,0,0,0,0,2004
4535,Tampines,Tampines West,East Region,75810,28750,4320,42740,37.92375176,5.698455916,56.37777913,2004
4536,Tampines,Xilin,East Region,2070,780,80,1240,37.14268027,3.809505669,59.04733787,2004
4537,Tanglin,Chatsworth,Central Region,4730,1300,400,3050,27.36836344,8.421034903,64.21039114,2004
4538,Tanglin,Nassim,Central Region,6990,2170,570,4250,31.04430466,8.154494772,60.80105751,2004
4539,Tanglin,Ridout,Central Region,1120,300,110,690,27.27247934,9.999909092,62.72670248,2004
4540,Tanglin,Tyersall,Central Region,3110,950,290,1860,30.64506244,9.354808533,59.99980645,2004
4541,Tengah,Tengah,NA,10,0,0,0,0,0,0,2004
4542,Toa Payoh,Bidadari,Central Region,10,0,0,0,0,0,0,2004
4543,Toa Payoh,Boon Teck,Central Region,16220,4130,2630,9470,25.44668796,16.20454947,58.34870096,2004
4544,Toa Payoh,Braddell,Central Region,11050,2820,1640,6570,25.56661327,14.86852686,59.56476921,2004
4545,Toa Payoh,Kallang,Central Region,8560,2240,1250,5070,26.16819373,14.60278668,59.22890277,2004
4546,Toa Payoh,Kim Keat,Central Region,8720,2580,960,5200,29.51941703,10.98396913,59.49649943,2004
4547,Toa Payoh,Marymount,Central Region,12720,2980,2040,7720,23.39087646,16.0125463,60.59649875,2004
4548,Toa Payoh,Paya Lebar,Central Region,6520,1850,820,3850,28.37418961,12.57666783,59.04898919,2004
4549,Toa Payoh,Pei Chun,Central Region,11640,3050,1580,7010,26.20272663,13.5738715,60.22331596,2004
4550,Toa Payoh,Potong Pasir,Central Region,12440,3420,1190,7840,27.46985745,9.558225254,62.97183697,2004
4551,Toa Payoh,Sennett,Central Region,4000,1110,640,2270,27.61187161,15.92035841,56.46752123,2004
4552,Toa Payoh,Toa Payoh Central,Central Region,21300,5550,2950,12820,26.03188272,13.83676649,60.13130388,2004
4553,Toa Payoh,Woodleigh,Central Region,1370,530,90,750,38.68584901,6.569295115,54.74412596,2004
4554,Tuas,Pioneer,NA,10,0,0,0,0,0,0,2004
4555,Tuas,Tengeh,NA,0,0,0,0,0,0,0,2004
4556,Tuas,Tuas Bay,NA,10,0,0,0,0,0,0,2004
4557,Tuas,Tuas Coast,NA,0,0,0,0,0,0,0,2004
4558,Tuas,Tuas Promenade,NA,0,0,0,0,0,0,0,2004
4559,Tuas,Tuas View,NA,0,0,0,0,0,0,0,2004
4560,Western Islands,Bukum,NA,0,0,0,0,0,0,0,2004
4561,Western Islands,Jurong Island,NA,0,0,0,0,0,0,0,2004
4562,Western Islands,Sudong,NA,0,0,0,0,0,0,0,2004
4563,Western Water Catchment,Western Water Catchment,NA,700,240,10,450,34.2852245,1.428551021,64.28479593,2004
4564,Woodlands,Greenwood Park,North Region,20,0,0,0,0,0,0,2004
4565,Woodlands,Midview,North Region,31910,13540,1280,17110,42.40524823,4.008767927,53.58595253,2004
4566,Woodlands,North Coast,North Region,14310,4750,1090,8490,33.14722041,7.60641479,59.24629501,2004
4567,Woodlands,Senoko West,North Region,0,0,0,0,0,0,0,2004
4568,Woodlands,Woodgrove,North Region,31870,13240,1270,17350,41.556798,3.986188328,54.45698228,2004
4569,Woodlands,Woodlands East,North Region,87340,34110,3240,49990,39.05426619,3.709640061,57.23608229,2004
4570,Woodlands,Woodlands Regional Centre,North Region,0,0,0,0,0,0,0,2004
4571,Woodlands,Woodlands South,North Region,27850,11110,1070,15680,39.87794692,3.840630352,56.28138683,2004
4572,Woodlands,Woodlands West,North Region,28330,10060,2160,16130,35.4849963,7.619044932,56.89592349,2004
4573,Yishun,Khatib,North Region,11440,4020,620,6800,35.13982942,5.419575682,59.44050748,2004
4574,Yishun,Lower Seletar,North Region,0,0,0,0,0,0,0,2004
4575,Yishun,Nee Soon,North Region,760,240,70,450,31.57853186,9.210405126,59.20974724,2004
4576,Yishun,Northland,North Region,31430,11660,1590,18200,37.07470999,5.055642272,57.86961594,2004
4577,Yishun,Springleaf,North Region,2900,1040,220,1650,35.7387088,7.560111477,56.70083608,2004
4578,Yishun,Yishun Central,North Region,1590,590,100,900,37.10668486,6.289268621,56.60341759,2004
4579,Yishun,Yishun East,North Region,30950,11850,1290,17830,38.26282265,4.165319934,57.57182513,2004
4580,Yishun,Yishun South,North Region,39450,14080,2230,23150,35.68169395,5.651291016,58.66698969,2004
4581,Yishun,Yishun West,North Region,56000,19130,3680,33210,34.14851229,6.569081298,59.28238856,2004
4582,Planning Area,Subzone,NA,0,0,0,0,0,0,0,2004
4583,Ang Mo Kio,Cheng San,North East Region,29420,8270,2660,18500,28.10056809,9.038393123,62.8610048,2003
4584,Ang Mo Kio,Chong Boon,North East Region,29390,8140,2960,18320,27.66824348,10.06117945,62.27054308,2003
4585,Ang Mo Kio,Kebun Bahru,North East Region,24990,7040,2650,15290,28.18253475,10.60848254,61.20894267,2003
4586,Ang Mo Kio,Seletar,North East Region,0,0,0,0,0,0,0,2003
4587,Ang Mo Kio,Sembawang Hills,North East Region,6610,2290,660,3660,34.64442565,9.984856301,55.37056676,2003
4588,Ang Mo Kio,Shangri-La,North East Region,20300,5500,2350,12490,27.04030136,11.55358331,61.40606617,2003
4589,Ang Mo Kio,Sindo,North East Region,7230,2730,460,4040,37.75928387,6.362370177,55.87820764,2003
4590,Ang Mo Kio,Town Centre,North East Region,3250,890,300,2070,27.30052975,9.202425759,63.49673774,2003
4591,Ang Mo Kio,Townsville,North East Region,19300,4880,2360,12070,25.27186677,12.22164049,62.50644096,2003
4592,Ang Mo Kio,Yio Chu Kang,North East Region,28440,9390,1970,17080,33.01686603,6.926861137,60.05623767,2003
4593,Bedok,Bayshore,East Region,4950,1480,200,3270,29.8989295,4.040395878,66.06047261,2003
4594,Bedok,Bedok North,East Region,83180,26130,7840,49220,31.41002147,9.424208508,59.165758,2003
4595,Bedok,Bedok Reservoir,East Region,23920,8570,1510,13860,35.79781295,6.30743262,57.89471266,2003
4596,Bedok,Bedok South,East Region,52340,15800,5670,30880,30.1814651,10.83094349,58.9875723,2003
4597,Bedok,Frankel,East Region,30250,9610,3320,17320,31.76858454,10.97520298,57.25617942,2003
4598,Bedok,Kaki Bukit,East Region,42190,15660,2580,23950,37.11779163,6.115191724,56.76699294,2003
4599,Bedok,Kembangan,East Region,34800,11130,3490,20200,31.9643791,10.02297242,58.01261976,2003
4600,Bedok,Siglap,East Region,7320,2110,790,4430,28.78577246,10.77761149,60.43647962,2003
4601,Bishan,Bishan East,Central Region,29500,9510,2070,17920,32.23727721,7.016946774,60.74574212,2003
4602,Bishan,Marymount,Central Region,28000,9810,1650,16560,35.01069414,5.888648862,59.10062131,2003
4603,Bishan,Upper Thomson,Central Region,29210,9050,3140,17050,30.95074181,10.73871042,58.31051357,2003
4604,Boon Lay,Liu Fang,NA,0,0,0,0,0,0,0,2003
4605,Boon Lay,Samulun,NA,0,0,0,0,0,0,0,2003
4606,Boon Lay,Shipyard,NA,0,0,0,0,0,0,0,2003
4607,Boon Lay,Tukang,NA,10,0,0,0,0,0,0,2003
4608,Bukit Batok,Brickworks,West Region,0,0,0,0,0,0,0,2003
4609,Bukit Batok,Bukit Batok Central,West Region,24940,8610,1450,14910,34.48136384,5.806966036,59.71163007,2003
4610,Bukit Batok,Bukit Batok East,West Region,15130,5290,840,8990,34.98674935,5.555551881,59.45763263,2003
4611,Bukit Batok,Bukit Batok South,West Region,14090,5650,540,7900,40.09933279,3.832502603,56.06809364,2003
4612,Bukit Batok,Bukit Batok West,West Region,15410,5410,920,9080,35.10705055,5.97014538,58.92273918,2003
4613,Bukit Batok,Gombak,West Region,3590,1120,320,2170,31.02484481,8.864241373,60.11063681,2003
4614,Bukit Batok,Guilin,West Region,12290,4420,660,7220,35.93493013,5.365849296,58.69913927,2003
4615,Bukit Batok,Hillview,West Region,19290,7070,900,11320,36.65109557,4.665627441,58.68322515,2003
4616,Bukit Batok,Hong Kah,West Region,27940,10380,1380,16200,37.12445024,4.935620552,57.93989344,2003
4617,Bukit Merah,Alexandra Hill,Central Region,14850,3940,2000,8930,26.49628346,13.44989008,60.05375921,2003
4618,Bukit Merah,Alexandra North,Central Region,480,130,20,330,27.08276911,4.166579863,68.74856774,2003
4619,Bukit Merah,Bukit Ho Swee,Central Region,17330,3870,2970,10470,22.35700615,17.15770239,60.48523369,2003
4620,Bukit Merah,Bukit Merah,Central Region,1270,360,120,780,28.57120182,9.523733939,61.9042706,2003
4621,Bukit Merah,Depot Road,Central Region,4810,1310,500,3010,27.17836685,10.37342246,62.44800322,2003
4622,Bukit Merah,Everton Park,Central Region,9150,2110,1300,5760,23.00978952,14.17664757,62.81345386,2003
4623,Bukit Merah,Henderson Hill,Central Region,15560,3690,2550,9330,23.69940674,16.37763881,59.92289022,2003
4624,Bukit Merah,Kampong Tiong Bahru,Central Region,10980,2740,1540,6710,24.93173346,14.0127261,61.05544945,2003
4625,Bukit Merah,Maritime Square,Central Region,840,240,70,520,28.91531427,8.43363333,62.64984759,2003
4626,Bukit Merah,Redhill,Central Region,7300,1790,1360,4170,24.45351851,18.57920959,56.96713529,2003
4627,Bukit Merah,Singapore General Hospital,Central Region,40,0,0,0,0,0,0,2003
4628,Bukit Merah,Tanjong Pagar,Central Region,0,0,0,0,0,0,0,2003
4629,Bukit Merah,Telok Blangah Drive,Central Region,15950,4170,1970,9820,26.12780318,12.34335066,61.5287835,2003
4630,Bukit Merah,Telok Blangah Rise,Central Region,15060,4080,1680,9300,27.09161548,11.15537108,61.75294704,2003
4631,Bukit Merah,Telok Blangah Way,Central Region,10090,2350,1570,6180,23.2673037,15.54453906,61.18805823,2003
4632,Bukit Merah,Tiong Bahru,Central Region,6910,1380,1290,4250,19.94216771,18.64159156,61.41609622,2003
4633,Bukit Merah,Tiong Bahru Station,Central Region,10690,2510,1680,6490,23.50185065,15.73032235,60.76773336,2003
4634,Bukit Panjang,Bangkit,West Region,24770,8950,1650,14170,36.13240366,6.661281122,57.20627485,2003
